Artist,Title,prepText,allText
Siamese Dream (1993) | August 26th,The Disintegration Loops (2002) | August 25th,blondie blondie august 28th kanye west donda august 29th bad religion suffer august 30th joji ballads august 31st,Siamese Dream (1993) | August 26th The Disintegration Loops (2002) | August 25th blondie blondie august 28th kanye west donda august 29th bad religion suffer august 30th joji ballads august 31st
On Avery Island (1996) | September 9th,My Life in the Bush of Ghosts (1981) | September 8th,william basinski the disintegration loops iii september 11th william basinski the disintegration loops iv september 12th rem murmur deluxe edition september 13th weezer pinkerton deluxe edition september 14th,On Avery Island (1996) | September 9th My Life in the Bush of Ghosts (1981) | September 8th william basinski the disintegration loops iii september 11th william basinski the disintegration loops iv september 12th rem murmur deluxe edition september 13th weezer pinkerton deluxe edition september 14th
Eternal Blue (2021) | September 17th,REIGN IN BLOOD (1986) | September 16th,the meters lookka py py september 19th miles davis the complete birth of the cool september 20th björk selmasongs music from the motion picture soundtrack ‘dancer in the dark’ september 21st daughters you wont get what you want september 22nd,Eternal Blue (2021) | September 17th REIGN IN BLOOD (1986) | September 16th the meters lookka py py september 19th miles davis the complete birth of the cool september 20th björk selmasongs music from the motion picture soundtrack ‘dancer in the dark’ september 21st daughters you wont get what you want september 22nd
Dissed and Dismissed (2013) | September 25th,Whack World (2018) | September 24th,yoko ono the plastic ono band yoko ono the plastic ono band september 27th duster stratosphere september 28th enrico intra momento intra september 29th sebadoh iii september 30th,Dissed and Dismissed (2013) | September 25th Whack World (2018) | September 24th yoko ono the plastic ono band yoko ono the plastic ono band september 27th duster stratosphere september 28th enrico intra momento intra september 29th sebadoh iii september 30th
SOUR (2021) | October 7th,to be close to you (2013) | October 6th,the notorious big ready to die october 10th rundmc raising hell october 11th modern english mesh lace october 13th wire october 14th,SOUR (2021) | October 7th to be close to you (2013) | October 6th the notorious big ready to die october 10th rundmc raising hell october 11th modern english mesh lace october 13th wire october 14th
1000 gec (2019) | October 18th,DAMAGED (1981) | October 17th,teen suicide waste yrself october 20th21st low i could live in hope october 22nd tyler the creator igor october 23rd duster contemporary movement october 24th,1000 gec (2019) | October 18th DAMAGED (1981) | October 17th teen suicide waste yrself october 20th21st low i could live in hope october 22nd tyler the creator igor october 23rd duster contemporary movement october 24th
GOOD NEWS (2020) | October 27th,The Fall of Hobo Johnson (2019) | October 26th,new order lowlife collectors edition october 31st november,GOOD NEWS (2020) | October 27th The Fall of Hobo Johnson (2019) | October 26th new order lowlife collectors edition october 31st november
MONTERO (2021) | November 3rd,This Is a Long Drive for Someone With Nothing to Think About (1996) | November 2nd,tears for fears songs from the big chair november 5th new order movement definitive november 6th omd dazzle ships november 7th ja z november 8th,MONTERO (2021) | November 3rd This Is a Long Drive for Someone With Nothing to Think About (1996) | November 2nd tears for fears songs from the big chair november 5th new order movement definitive november 6th omd dazzle ships november 7th ja z november 8th
Every Breath You Take,Wicked Man's Reprise (2021) | November 10th,silk sonic an evening with silk sonic november 14th zillakami dogboy november 20th tracy chapman tracy chapman november 27th,Every Breath You Take Wicked Man's Reprise (2021) | November 10th silk sonic an evening with silk sonic november 14th zillakami dogboy november 20th tracy chapman tracy chapman november 27th
the moon & antarctica (2000) | December 2nd,19 AlbumsDeafheaven,lana del rey nfr december 5th various the breakfast club original soundtrack december 6th lana del rey blue banisters december 7th xtc skylarking december 9th,the moon & antarctica (2000) | December 2nd 19 AlbumsDeafheaven lana del rey nfr december 5th various the breakfast club original soundtrack december 6th lana del rey blue banisters december 7th xtc skylarking december 9th
Mask (1984) | December 13th,Juju Music (1982) | December 12th,sales sales lp december 16th playboi carti die lit december 18th prince super deluxe edition december 19th the police zenyatta mondatta december 21st,Mask (1984) | December 13th Juju Music (1982) | December 12th sales sales lp december 16th playboi carti die lit december 18th prince super deluxe edition december 19th the police zenyatta mondatta december 21st
The Olatunji Concert,GREATEST HITS (2001) | December 23rd,user41 title oh,The Olatunji Concert GREATEST HITS (2001) | December 23rd user41 title oh
Audioslave,Like a Stone,paroles de la chanson like a stone par audioslave on a cobweb afternoon in a room full of emptiness by a freeway i confess i was lost in the pages,Audioslave Like a Stone paroles de la chanson like a stone par audioslave on a cobweb afternoon in a room full of emptiness by a freeway i confess i was lost in the pages
The Doors,People Are Strange,paroles de la chanson people are strange par the doors people are strange when youre a stranger faces look ugly when youre alone,The Doors People Are Strange paroles de la chanson people are strange par the doors people are strange when youre a stranger faces look ugly when youre alone
Soundgarden,Black Hole Sun,paroles de la chanson black hole sun par soundgarden in my eyes indisposed,Soundgarden Black Hole Sun paroles de la chanson black hole sun par soundgarden in my eyes indisposed
The Notorious B.I.G.,Big Poppa, contributorstranslationsenglishportuguêsmagyarbig poppa lyricsintro the notorious big puff daddy uh uh check it out yeah uh junior mafia uh hehe,The Notorious B.I.G. Big Poppa  contributorstranslationsenglishportuguêsmagyarbig poppa lyricsintro the notorious big puff daddy uh uh check it out yeah uh junior mafia uh hehe
Wu-Tang Clan,C.R.E.A.M.,paroles de la chanson cream par wutang clan raekwon method man what that nigga want god,Wu-Tang Clan C.R.E.A.M. paroles de la chanson cream par wutang clan raekwon method man what that nigga want god
N.W.A.,Fuck Tha Police,paroles de la chanson fuck tha police par nwa the doc dr dre and ice cube right about now nwa court is in full effect,N.W.A. Fuck Tha Police paroles de la chanson fuck tha police par nwa the doc dr dre and ice cube right about now nwa court is in full effect
KRS-One,Sound of da Police,paroles de la chanson sound of da police par krsone woopwoop thats the sound of da police,KRS-One Sound of da Police paroles de la chanson sound of da police par krsone woopwoop thats the sound of da police
OneRepublic,I Lived,paroles de la chanson i lived par onerepublic hope when you take that jump you dont feel the fall,OneRepublic I Lived paroles de la chanson i lived par onerepublic hope when you take that jump you dont feel the fall
Kelly Clarkson,Catch My Breath,paroles de la chanson catch my breath par kelly clarkson i dont wanna be left behind distance was a friend of mine,Kelly Clarkson Catch My Breath paroles de la chanson catch my breath par kelly clarkson i dont wanna be left behind distance was a friend of mine
I’m not sure.,How are we going to do that?,strand perhaps unconsciously maybe alex so… what’s next strand have a break and then this pile here alex sighs that’s… that’s a lot of tapes,I’m not sure. How are we going to do that? strand perhaps unconsciously maybe alex so… what’s next strand have a break and then this pile here alex sighs that’s… that’s a lot of tapes
"Oh, is that-?",Maybe ‘56 or ‘57… Here.,strand if i’m not mistaken he photographed it again a few years later alex what does it mean strand i don’t know alex do you think your father was looking into the order of the cenophus,"Oh, is that-? Maybe ‘56 or ‘57… Here. strand if i’m not mistaken he photographed it again a few years later alex what does it mean strand i don’t know alex do you think your father was looking into the order of the cenophus"
"Yes.Nic called and asked for a meeting with Thomas Warren. In the meantime, back to Strand and I going through his black tapes.ALEX",Thomas Warren?,strand i don’t knowin the middle of the circle there is what looks like a… a figure a dark silhouette tall suddenly appearing as if materialising right before our eyesalex what happened what happened to them strand that is the questionall six people collapsed on the ground some on their faces some on their backs the figure in the centre gone everything came to a complete and sudden stopalex that was the shadowy figure we saw in the torres birthday party and wedding you didn’t think this was important enough to show me earlier strand it’s not the same figure look if you rewind it… here look more carefully at itwe were looking at the shadowy figure appearing in the centre of the circle again it was moving translucent like a dark glass vase vibrating in airstrand what’s missing alex uh… arms,"Yes.Nic called and asked for a meeting with Thomas Warren. In the meantime, back to Strand and I going through his black tapes.ALEX Thomas Warren? strand i don’t knowin the middle of the circle there is what looks like a… a figure a dark silhouette tall suddenly appearing as if materialising right before our eyesalex what happened what happened to them strand that is the questionall six people collapsed on the ground some on their faces some on their backs the figure in the centre gone everything came to a complete and sudden stopalex that was the shadowy figure we saw in the torres birthday party and wedding you didn’t think this was important enough to show me earlier strand it’s not the same figure look if you rewind it… here look more carefully at itwe were looking at the shadowy figure appearing in the centre of the circle again it was moving translucent like a dark glass vase vibrating in airstrand what’s missing alex uh… arms"
